Cluster,Activity_Rank,Risk_Level,Pixel_Count,Percentage,Mean_Hotspot_Frequency,Median_Hotspot_Frequency,Std_Hotspot_Frequency,Min_Hotspot_Frequency,Max_Hotspot_Frequency,Mean_FRP_Max,Median_FRP_Max,Std_FRP_Max,Min_FRP_Max,Max_FRP_Max,Ranking_Basis,Interpretation_Short,Interpretation
35,61.0,High,66,0.3276084582547404,1.0,1.0,0.0,1,1,23.330151515151513,23.23,0.22098724240408546,22.99,23.74,"Ranked by Hotspot Frequency (1.00), FRP (23.33), Pixel Count (66, 0.33% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #61 with high hotspot occurrence (1.00) and elevated fire radiative power (23.33). The cluster represents 66 pixels (0.33% of the dataset). Preventive monitoring is strongly recommended.
40,62.0,High,34,0.16876799364638143,1.0,1.0,0.0,1,1,22.74441176470588,22.76,0.058163363271861286,22.65,22.9,"Ranked by Hotspot Frequency (1.00), FRP (22.74), Pixel Count (34, 0.17% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #62 with high hotspot occurrence (1.00) and elevated fire radiative power (22.74). The cluster represents 34 pixels (0.17% of the dataset). Preventive monitoring is strongly recommended.
45,63.0,High,64,0.3176809292167179,1.0,1.0,0.0,1,1,22.21,22.21,0.13801311186847204,22.0,22.39,"Ranked by Hotspot Frequency (1.00), FRP (22.21), Pixel Count (64, 0.32% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #63 with high hotspot occurrence (1.00) and elevated fire radiative power (22.21). The cluster represents 64 pixels (0.32% of the dataset). Preventive monitoring is strongly recommended.
44,64.0,High,99,0.49141268738211064,1.0,1.0,0.0,1,1,21.577676767676767,21.61,0.20433979445425987,21.21,21.89,"Ranked by Hotspot Frequency (1.00), FRP (21.58), Pixel Count (99, 0.49% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #64 with high hotspot occurrence (1.00) and elevated fire radiative power (21.58). The cluster represents 99 pixels (0.49% of the dataset). Preventive monitoring is strongly recommended.
54,65.0,High,26,0.12905787749429165,1.0,1.0,0.0,1,1,21.038846153846155,21.05,0.0181828321395593,21.02,21.06,"Ranked by Hotspot Frequency (1.00), FRP (21.04), Pixel Count (26, 0.13% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #65 with high hotspot occurrence (1.00) and elevated fire radiative power (21.04). The cluster represents 26 pixels (0.13% of the dataset). Preventive monitoring is strongly recommended.
55,66.0,High,55,0.27300704854561697,1.0,1.0,0.0,1,1,20.841272727272727,20.84,0.0471818603504352,20.77,20.93,"Ranked by Hotspot Frequency (1.00), FRP (20.84), Pixel Count (55, 0.27% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #66 with high hotspot occurrence (1.00) and elevated fire radiative power (20.84). The cluster represents 55 pixels (0.27% of the dataset). Preventive monitoring is strongly recommended.
51,67.0,High,30,0.14891293557033655,1.0,1.0,0.0,1,1,20.576666666666664,20.57,0.04633709568781241,20.5,20.65,"Ranked by Hotspot Frequency (1.00), FRP (20.58), Pixel Count (30, 0.15% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #67 with high hotspot occurrence (1.00) and elevated fire radiative power (20.58). The cluster represents 30 pixels (0.15% of the dataset). Preventive monitoring is strongly recommended.
58,68.0,High,35,0.17373175816539263,1.0,1.0,0.0,1,1,20.306857142857144,20.3,0.06402074243700112,20.18,20.41,"Ranked by Hotspot Frequency (1.00), FRP (20.31), Pixel Count (35, 0.17% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #68 with high hotspot occurrence (1.00) and elevated fire radiative power (20.31). The cluster represents 35 pixels (0.17% of the dataset). Preventive monitoring is strongly recommended.
66,69.0,High,61,0.3027896356596843,1.0,1.0,0.0,1,1,19.971967213114752,19.99,0.07458372637805834,19.83,20.08,"Ranked by Hotspot Frequency (1.00), FRP (19.97), Pixel Count (61, 0.30% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #69 with high hotspot occurrence (1.00) and elevated fire radiative power (19.97). The cluster represents 61 pixels (0.30% of the dataset). Preventive monitoring is strongly recommended.
76,70.0,High,37,0.18365928720341507,1.0,1.0,0.0,1,1,19.692432432432433,19.7,0.03890197120151014,19.62,19.74,"Ranked by Hotspot Frequency (1.00), FRP (19.69), Pixel Count (37, 0.18% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #70 with high hotspot occurrence (1.00) and elevated fire radiative power (19.69). The cluster represents 37 pixels (0.18% of the dataset). Preventive monitoring is strongly recommended.
75,71.0,High,37,0.18365928720341507,1.0,1.0,0.0,1,1,19.501621621621624,19.51,0.03531709638825609,19.44,19.55,"Ranked by Hotspot Frequency (1.00), FRP (19.50), Pixel Count (37, 0.18% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #71 with high hotspot occurrence (1.00) and elevated fire radiative power (19.50). The cluster represents 37 pixels (0.18% of the dataset). Preventive monitoring is strongly recommended.
71,72.0,High,44,0.21840563883649358,1.0,1.0,0.0,1,1,19.230909090909094,19.23,0.031090130178292645,19.17,19.28,"Ranked by Hotspot Frequency (1.00), FRP (19.23), Pixel Count (44, 0.22% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #72 with high hotspot occurrence (1.00) and elevated fire radiative power (19.23). The cluster represents 44 pixels (0.22% of the dataset). Preventive monitoring is strongly recommended.
72,73.0,High,49,0.2432244614315497,1.0,1.0,0.0,1,1,19.08795918367347,19.1,0.04188175775505326,19.02,19.14,"Ranked by Hotspot Frequency (1.00), FRP (19.09), Pixel Count (49, 0.24% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #73 with high hotspot occurrence (1.00) and elevated fire radiative power (19.09). The cluster represents 49 pixels (0.24% of the dataset). Preventive monitoring is strongly recommended.
61,74.0,High,50,0.24818822595056092,1.0,1.0,0.0,1,1,18.8278,18.86,0.07060352075397631,18.65,18.95,"Ranked by Hotspot Frequency (1.00), FRP (18.83), Pixel Count (50, 0.25% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #74 with high hotspot occurrence (1.00) and elevated fire radiative power (18.83). The cluster represents 50 pixels (0.25% of the dataset). Preventive monitoring is strongly recommended.
63,75.0,High,37,0.18365928720341507,1.0,1.0,0.0,1,1,18.526756756756757,18.53,0.02896876229991893,18.47,18.56,"Ranked by Hotspot Frequency (1.00), FRP (18.53), Pixel Count (37, 0.18% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #75 with high hotspot occurrence (1.00) and elevated fire radiative power (18.53). The cluster represents 37 pixels (0.18% of the dataset). Preventive monitoring is strongly recommended.
64,76.0,High,37,0.18365928720341507,1.0,1.0,0.0,1,1,18.344864864864864,18.33,0.03753676876089599,18.3,18.43,"Ranked by Hotspot Frequency (1.00), FRP (18.34), Pixel Count (37, 0.18% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #76 with high hotspot occurrence (1.00) and elevated fire radiative power (18.34). The cluster represents 37 pixels (0.18% of the dataset). Preventive monitoring is strongly recommended.
47,77.0,High,52,0.2581157549885833,1.0,1.0,0.0,1,1,18.05173076923077,18.04,0.05178087896943976,17.99,18.17,"Ranked by Hotspot Frequency (1.00), FRP (18.05), Pixel Count (52, 0.26% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #77 with high hotspot occurrence (1.00) and elevated fire radiative power (18.05). The cluster represents 52 pixels (0.26% of the dataset). Preventive monitoring is strongly recommended.
38,78.0,High,27,0.13402164201330288,1.0,1.0,0.0,1,1,17.745185185185186,17.76,0.04964259727680879,17.6,17.8,"Ranked by Hotspot Frequency (1.00), FRP (17.75), Pixel Count (27, 0.13% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #78 with high hotspot occurrence (1.00) and elevated fire radiative power (17.75). The cluster represents 27 pixels (0.13% of the dataset). Preventive monitoring is strongly recommended.
39,79.0,High,68,0.33753598729276285,1.0,1.0,0.0,1,1,17.323529411764707,17.28,0.11974805274810073,17.17,17.51,"Ranked by Hotspot Frequency (1.00), FRP (17.32), Pixel Count (68, 0.34% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #79 with high hotspot occurrence (1.00) and elevated fire radiative power (17.32). The cluster represents 68 pixels (0.34% of the dataset). Preventive monitoring is strongly recommended.
53,80.0,High,28,0.13898540653231412,1.0,1.0,0.0,1,1,16.98785714285714,16.99,0.010665674557037073,16.95,17.0,"Ranked by Hotspot Frequency (1.00), FRP (16.99), Pixel Count (28, 0.14% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #80 with high hotspot occurrence (1.00) and elevated fire radiative power (16.99). The cluster represents 28 pixels (0.14% of the dataset). Preventive monitoring is strongly recommended.
52,81.0,High,51,0.25315199046957215,1.0,1.0,0.0,1,1,16.888235294117646,16.89,0.01807826123861947,16.86,16.95,"Ranked by Hotspot Frequency (1.00), FRP (16.89), Pixel Count (51, 0.25% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #81 with high hotspot occurrence (1.00) and elevated fire radiative power (16.89). The cluster represents 51 pixels (0.25% of the dataset). Preventive monitoring is strongly recommended.
49,82.0,High,41,0.2035143452794599,1.0,1.0,0.0,1,1,16.65878048780488,16.67,0.023472869653201,16.62,16.7,"Ranked by Hotspot Frequency (1.00), FRP (16.66), Pixel Count (41, 0.20% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #82 with high hotspot occurrence (1.00) and elevated fire radiative power (16.66). The cluster represents 41 pixels (0.20% of the dataset). Preventive monitoring is strongly recommended.
48,83.0,High,61,0.3027896356596843,1.0,1.0,0.0,1,1,16.502131147540982,16.49,0.03061125904512688,16.45,16.57,"Ranked by Hotspot Frequency (1.00), FRP (16.50), Pixel Count (61, 0.30% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #83 with high hotspot occurrence (1.00) and elevated fire radiative power (16.50). The cluster represents 61 pixels (0.30% of the dataset). Preventive monitoring is strongly recommended.
42,84.0,High,37,0.18365928720341507,1.0,1.0,0.0,1,1,16.12108108108108,16.1,0.04254303597428901,16.09,16.22,"Ranked by Hotspot Frequency (1.00), FRP (16.12), Pixel Count (37, 0.18% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #84 with high hotspot occurrence (1.00) and elevated fire radiative power (16.12). The cluster represents 37 pixels (0.18% of the dataset). Preventive monitoring is strongly recommended.
43,85.0,High,41,0.2035143452794599,1.0,1.0,0.0,1,1,15.950000000000001,15.96,0.03570714214271466,15.9,16.01,"Ranked by Hotspot Frequency (1.00), FRP (15.95), Pixel Count (41, 0.20% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #85 with high hotspot occurrence (1.00) and elevated fire radiative power (15.95). The cluster represents 41 pixels (0.20% of the dataset). Preventive monitoring is strongly recommended.
60,86.0,High,51,0.25315199046957215,1.0,1.0,0.0,1,1,15.548627450980392,15.55,0.0494780601011448,15.47,15.61,"Ranked by Hotspot Frequency (1.00), FRP (15.55), Pixel Count (51, 0.25% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #86 with high hotspot occurrence (1.00) and elevated fire radiative power (15.55). The cluster represents 51 pixels (0.25% of the dataset). Preventive monitoring is strongly recommended.
59,87.0,High,68,0.33753598729276285,1.0,1.0,0.0,1,1,15.361323529411763,15.37,0.037452633240014604,15.3,15.44,"Ranked by Hotspot Frequency (1.00), FRP (15.36), Pixel Count (68, 0.34% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #87 with high hotspot occurrence (1.00) and elevated fire radiative power (15.36). The cluster represents 68 pixels (0.34% of the dataset). Preventive monitoring is strongly recommended.
41,88.0,High,41,0.2035143452794599,1.0,1.0,0.0,1,1,14.964146341463413,14.96,0.027016255269382942,14.91,15.0,"Ranked by Hotspot Frequency (1.00), FRP (14.96), Pixel Count (41, 0.20% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #88 with high hotspot occurrence (1.00) and elevated fire radiative power (14.96). The cluster represents 41 pixels (0.20% of the dataset). Preventive monitoring is strongly recommended.
56,89.0,High,26,0.12905787749429165,1.0,1.0,0.0,1,1,14.72653846153846,14.73,0.030586573223204606,14.67,14.76,"Ranked by Hotspot Frequency (1.00), FRP (14.73), Pixel Count (26, 0.13% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #89 with high hotspot occurrence (1.00) and elevated fire radiative power (14.73). The cluster represents 26 pixels (0.13% of the dataset). Preventive monitoring is strongly recommended.
57,90.0,High,30,0.14891293557033655,1.0,1.0,0.0,1,1,14.583,14.58,0.01207733699809271,14.57,14.6,"Ranked by Hotspot Frequency (1.00), FRP (14.58), Pixel Count (30, 0.15% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #90 with high hotspot occurrence (1.00) and elevated fire radiative power (14.58). The cluster represents 30 pixels (0.15% of the dataset). Preventive monitoring is strongly recommended.
46,91.0,High,66,0.3276084582547404,1.0,1.0,0.0,1,1,14.227121212121212,14.22,0.08016838340000185,13.95,14.35,"Ranked by Hotspot Frequency (1.00), FRP (14.23), Pixel Count (66, 0.33% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #91 with high hotspot occurrence (1.00) and elevated fire radiative power (14.23). The cluster represents 66 pixels (0.33% of the dataset). Preventive monitoring is strongly recommended.
65,92.0,High,41,0.2035143452794599,1.0,1.0,0.0,1,1,13.801707317073172,13.81,0.03137693731265037,13.75,13.85,"Ranked by Hotspot Frequency (1.00), FRP (13.80), Pixel Count (41, 0.20% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #92 with high hotspot occurrence (1.00) and elevated fire radiative power (13.80). The cluster represents 41 pixels (0.20% of the dataset). Preventive monitoring is strongly recommended.
77,93.0,High,43,0.21344187431748238,1.0,1.0,0.0,1,1,13.672325581395349,13.67,0.006109013365249053,13.67,13.69,"Ranked by Hotspot Frequency (1.00), FRP (13.67), Pixel Count (43, 0.21% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #93 with high hotspot occurrence (1.00) and elevated fire radiative power (13.67). The cluster represents 43 pixels (0.21% of the dataset). Preventive monitoring is strongly recommended.
84,94.0,High,51,0.25315199046957215,1.0,1.0,0.0,1,1,13.5721568627451,13.57,0.018473085880836786,13.54,13.61,"Ranked by Hotspot Frequency (1.00), FRP (13.57), Pixel Count (51, 0.25% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #94 with high hotspot occurrence (1.00) and elevated fire radiative power (13.57). The cluster represents 51 pixels (0.25% of the dataset). Preventive monitoring is strongly recommended.
83,95.0,High,49,0.2432244614315497,1.0,1.0,0.0,1,1,13.497142857142858,13.5,0.010606601717797872,13.48,13.51,"Ranked by Hotspot Frequency (1.00), FRP (13.50), Pixel Count (49, 0.24% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #95 with high hotspot occurrence (1.00) and elevated fire radiative power (13.50). The cluster represents 49 pixels (0.24% of the dataset). Preventive monitoring is strongly recommended.
81,96.0,High,34,0.16876799364638143,1.0,1.0,0.0,1,1,13.439411764705882,13.45,0.011791413535072048,13.42,13.45,"Ranked by Hotspot Frequency (1.00), FRP (13.44), Pixel Count (34, 0.17% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #96 with high hotspot occurrence (1.00) and elevated fire radiative power (13.44). The cluster represents 34 pixels (0.17% of the dataset). Preventive monitoring is strongly recommended.
78,97.0,High,45,0.22336940335550481,1.0,1.0,0.0,1,1,13.354222222222223,13.34,0.017899833530063854,13.34,13.38,"Ranked by Hotspot Frequency (1.00), FRP (13.35), Pixel Count (45, 0.22% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #97 with high hotspot occurrence (1.00) and elevated fire radiative power (13.35). The cluster represents 45 pixels (0.22% of the dataset). Preventive monitoring is strongly recommended.
82,98.0,High,36,0.17869552268440386,1.0,1.0,0.0,1,1,13.230833333333333,13.22,0.02129721645125067,13.21,13.27,"Ranked by Hotspot Frequency (1.00), FRP (13.23), Pixel Count (36, 0.18% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #98 with high hotspot occurrence (1.00) and elevated fire radiative power (13.23). The cluster represents 36 pixels (0.18% of the dataset). Preventive monitoring is strongly recommended.
85,99.0,High,27,0.13402164201330288,1.0,1.0,0.0,1,1,13.102592592592591,13.1,0.01583389562654352,13.09,13.14,"Ranked by Hotspot Frequency (1.00), FRP (13.10), Pixel Count (27, 0.13% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #99 with high hotspot occurrence (1.00) and elevated fire radiative power (13.10). The cluster represents 27 pixels (0.13% of the dataset). Preventive monitoring is strongly recommended.
96,100.0,High,78,0.387173632482875,1.0,1.0,0.0,1,1,12.948076923076924,12.95,0.021140082708047833,12.92,13.0,"Ranked by Hotspot Frequency (1.00), FRP (12.95), Pixel Count (78, 0.39% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #100 with high hotspot occurrence (1.00) and elevated fire radiative power (12.95). The cluster represents 78 pixels (0.39% of the dataset). Preventive monitoring is strongly recommended.
95,101.0,High,32,0.15884046460835896,1.0,1.0,0.0,1,1,12.8609375,12.86,0.014223872482102653,12.83,12.89,"Ranked by Hotspot Frequency (1.00), FRP (12.86), Pixel Count (32, 0.16% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #101 with high hotspot occurrence (1.00) and elevated fire radiative power (12.86). The cluster represents 32 pixels (0.16% of the dataset). Preventive monitoring is strongly recommended.
74,102.0,High,26,0.12905787749429165,1.0,1.0,0.0,1,1,12.666538461538462,12.65,0.02243966268771577,12.64,12.69,"Ranked by Hotspot Frequency (1.00), FRP (12.67), Pixel Count (26, 0.13% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #102 with high hotspot occurrence (1.00) and elevated fire radiative power (12.67). The cluster represents 26 pixels (0.13% of the dataset). Preventive monitoring is strongly recommended.
92,103.0,High,39,0.1935868162414375,1.0,1.0,0.0,1,1,12.45076923076923,12.44,0.01345257075502776,12.44,12.47,"Ranked by Hotspot Frequency (1.00), FRP (12.45), Pixel Count (39, 0.19% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #103 with high hotspot occurrence (1.00) and elevated fire radiative power (12.45). The cluster represents 39 pixels (0.19% of the dataset). Preventive monitoring is strongly recommended.
113,104.0,High,82,0.4070286905589198,1.0,1.0,0.0,1,1,12.35048780487805,12.35,0.019238749415503735,12.31,12.38,"Ranked by Hotspot Frequency (1.00), FRP (12.35), Pixel Count (82, 0.41% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #104 with high hotspot occurrence (1.00) and elevated fire radiative power (12.35). The cluster represents 82 pixels (0.41% of the dataset). Preventive monitoring is strongly recommended.
114,105.0,High,36,0.17869552268440386,1.0,1.0,0.0,1,1,12.279444444444444,12.28,0.007908203496349313,12.26,12.29,"Ranked by Hotspot Frequency (1.00), FRP (12.28), Pixel Count (36, 0.18% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #105 with high hotspot occurrence (1.00) and elevated fire radiative power (12.28). The cluster represents 36 pixels (0.18% of the dataset). Preventive monitoring is strongly recommended.
89,106.0,High,59,0.2928621066216619,1.0,1.0,0.0,1,1,12.081016949152541,12.09,0.019360011689066935,12.03,12.11,"Ranked by Hotspot Frequency (1.00), FRP (12.08), Pixel Count (59, 0.29% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #106 with high hotspot occurrence (1.00) and elevated fire radiative power (12.08). The cluster represents 59 pixels (0.29% of the dataset). Preventive monitoring is strongly recommended.
100,107.0,High,43,0.21344187431748238,1.0,1.0,0.0,1,1,11.933720930232557,11.94,0.01786500380685172,11.9,11.96,"Ranked by Hotspot Frequency (1.00), FRP (11.93), Pixel Count (43, 0.21% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #107 with high hotspot occurrence (1.00) and elevated fire radiative power (11.93). The cluster represents 43 pixels (0.21% of the dataset). Preventive monitoring is strongly recommended.
105,108.0,High,27,0.13402164201330288,1.0,1.0,0.0,1,1,11.863333333333333,11.86,0.00733799385705338,11.85,11.87,"Ranked by Hotspot Frequency (1.00), FRP (11.86), Pixel Count (27, 0.13% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #108 with high hotspot occurrence (1.00) and elevated fire radiative power (11.86). The cluster represents 27 pixels (0.13% of the dataset). Preventive monitoring is strongly recommended.
118,109.0,High,34,0.16876799364638143,1.0,1.0,0.0,1,1,11.816764705882354,11.82,0.008060599359357361,11.8,11.83,"Ranked by Hotspot Frequency (1.00), FRP (11.82), Pixel Count (34, 0.17% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #109 with high hotspot occurrence (1.00) and elevated fire radiative power (11.82). The cluster represents 34 pixels (0.17% of the dataset). Preventive monitoring is strongly recommended.
117,110.0,High,30,0.14891293557033655,1.0,1.0,0.0,1,1,11.782666666666666,11.78,0.004497764451087321,11.78,11.79,"Ranked by Hotspot Frequency (1.00), FRP (11.78), Pixel Count (30, 0.15% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #110 with high hotspot occurrence (1.00) and elevated fire radiative power (11.78). The cluster represents 30 pixels (0.15% of the dataset). Preventive monitoring is strongly recommended.
99,111.0,High,99,0.49141268738211064,1.0,1.0,0.0,1,1,11.65838383838384,11.67,0.03759904120323072,11.59,11.74,"Ranked by Hotspot Frequency (1.00), FRP (11.66), Pixel Count (99, 0.49% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #111 with high hotspot occurrence (1.00) and elevated fire radiative power (11.66). The cluster represents 99 pixels (0.49% of the dataset). Preventive monitoring is strongly recommended.
86,112.0,High,34,0.16876799364638143,1.0,1.0,0.0,1,1,11.526764705882352,11.53,0.01319333813418672,11.51,11.54,"Ranked by Hotspot Frequency (1.00), FRP (11.53), Pixel Count (34, 0.17% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #112 with high hotspot occurrence (1.00) and elevated fire radiative power (11.53). The cluster represents 34 pixels (0.17% of the dataset). Preventive monitoring is strongly recommended.
110,113.0,High,50,0.24818822595056092,1.0,1.0,0.0,1,1,11.3332,11.34,0.01899946293548155,11.31,11.36,"Ranked by Hotspot Frequency (1.00), FRP (11.33), Pixel Count (50, 0.25% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #113 with high hotspot occurrence (1.00) and elevated fire radiative power (11.33). The cluster represents 50 pixels (0.25% of the dataset). Preventive monitoring is strongly recommended.
115,114.0,High,58,0.28789834210265064,1.0,1.0,0.0,1,1,11.242068965517241,11.24,0.030822560698842656,11.18,11.28,"Ranked by Hotspot Frequency (1.00), FRP (11.24), Pixel Count (58, 0.29% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #114 with high hotspot occurrence (1.00) and elevated fire radiative power (11.24). The cluster represents 58 pixels (0.29% of the dataset). Preventive monitoring is strongly recommended.
116,115.0,High,36,0.17869552268440386,1.0,1.0,0.0,1,1,11.14611111111111,11.15,0.00549169647365243,11.13,11.15,"Ranked by Hotspot Frequency (1.00), FRP (11.15), Pixel Count (36, 0.18% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #115 with high hotspot occurrence (1.00) and elevated fire radiative power (11.15). The cluster represents 36 pixels (0.18% of the dataset). Preventive monitoring is strongly recommended.
98,116.0,High,31,0.15387670008934776,1.0,1.0,0.0,1,1,11.056451612903226,11.07,0.015176382330620857,11.04,11.07,"Ranked by Hotspot Frequency (1.00), FRP (11.06), Pixel Count (31, 0.15% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #116 with high hotspot occurrence (1.00) and elevated fire radiative power (11.06). The cluster represents 31 pixels (0.15% of the dataset). Preventive monitoring is strongly recommended.
97,117.0,High,124,0.615506800357391,1.0,1.0,0.0,1,1,10.931290322580645,10.93,0.05454866913097155,10.84,11.0,"Ranked by Hotspot Frequency (1.00), FRP (10.93), Pixel Count (124, 0.62% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #117 with high hotspot occurrence (1.00) and elevated fire radiative power (10.93). The cluster represents 124 pixels (0.62% of the dataset). Preventive monitoring is strongly recommended.
88,118.0,High,68,0.33753598729276285,1.0,1.0,0.0,1,1,10.710735294117647,10.705,0.041332874288237086,10.64,10.81,"Ranked by Hotspot Frequency (1.00), FRP (10.71), Pixel Count (68, 0.34% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #118 with high hotspot occurrence (1.00) and elevated fire radiative power (10.71). The cluster represents 68 pixels (0.34% of the dataset). Preventive monitoring is strongly recommended.
87,119.0,High,41,0.2035143452794599,1.0,1.0,0.0,1,1,10.533658536585365,10.53,0.0233191013507145,10.51,10.62,"Ranked by Hotspot Frequency (1.00), FRP (10.53), Pixel Count (41, 0.20% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #119 with high hotspot occurrence (1.00) and elevated fire radiative power (10.53). The cluster represents 41 pixels (0.20% of the dataset). Preventive monitoring is strongly recommended.
101,120.0,High,63,0.3127171646977068,1.0,1.0,0.0,1,1,10.349047619047619,10.35,0.015731034224996655,10.32,10.37,"Ranked by Hotspot Frequency (1.00), FRP (10.35), Pixel Count (63, 0.31% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #120 with high hotspot occurrence (1.00) and elevated fire radiative power (10.35). The cluster represents 63 pixels (0.31% of the dataset). Preventive monitoring is strongly recommended.
102,121.0,High,28,0.13898540653231412,1.0,1.0,0.0,1,1,10.272499999999999,10.27,0.005853140973806943,10.27,10.29,"Ranked by Hotspot Frequency (1.00), FRP (10.27), Pixel Count (28, 0.14% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #121 with high hotspot occurrence (1.00) and elevated fire radiative power (10.27). The cluster represents 28 pixels (0.14% of the dataset). Preventive monitoring is strongly recommended.
103,122.0,High,34,0.16876799364638143,1.0,1.0,0.0,1,1,10.221176470588237,10.22,0.00685994340570029,10.21,10.23,"Ranked by Hotspot Frequency (1.00), FRP (10.22), Pixel Count (34, 0.17% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #122 with high hotspot occurrence (1.00) and elevated fire radiative power (10.22). The cluster represents 34 pixels (0.17% of the dataset). Preventive monitoring is strongly recommended.
106,123.0,High,39,0.1935868162414375,1.0,1.0,0.0,1,1,10.173589743589742,10.18,0.010879042984027656,10.15,10.18,"Ranked by Hotspot Frequency (1.00), FRP (10.17), Pixel Count (39, 0.19% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #123 with high hotspot occurrence (1.00) and elevated fire radiative power (10.17). The cluster represents 39 pixels (0.19% of the dataset). Preventive monitoring is strongly recommended.
120,124.0,High,60,0.2978258711406731,1.0,1.0,0.0,1,1,10.082833333333333,10.08,0.02034379651139733,10.05,10.12,"Ranked by Hotspot Frequency (1.00), FRP (10.08), Pixel Count (60, 0.30% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #124 with high hotspot occurrence (1.00) and elevated fire radiative power (10.08). The cluster represents 60 pixels (0.30% of the dataset). Preventive monitoring is strongly recommended.
121,125.0,High,52,0.2581157549885833,1.0,1.0,0.0,1,1,10.002884615384614,10.0,0.0219032219370043,9.97,10.04,"Ranked by Hotspot Frequency (1.00), FRP (10.00), Pixel Count (52, 0.26% of dataset).",High Wildfire Activity,High wildfire activity. This cluster ranks #125 with high hotspot occurrence (1.00) and elevated fire radiative power (10.00). The cluster represents 52 pixels (0.26% of the dataset). Preventive monitoring is strongly recommended.
